subset,class,spec,role,key_level,parses,runs,characters,avg_dps,median_dps,p90_dps,avg_deaths,deathless_pct,avg_item_level,gear_known,pct_no_set,pct_2set,pct_4set,avg_player_rating
timed,Warrior,Fury,DPS,7,83,83,74,181860,186593,215743,0.3,73.5,296.6,6,50.0,16.7,33.3,2876.0
timed,Warrior,Fury,DPS,8,81,81,75,191579,191680,232026,0.27,74.1,298.0,2,50.0,50.0,0.0,3070.0
timed,Warrior,Fury,DPS,9,99,99,90,196723,192226,239450,0.36,68.7,298.1,3,33.3,33.3,33.3,2955.0
timed,Warrior,Fury,DPS,10,408,407,249,211655,208041,264985,0.41,67.9,301.5,20,20.0,25.0,55.0,2831.0
timed,Warrior,Fury,DPS,11,367,365,259,203452,200286,259898,0.59,58.0,299.5,14,14.3,35.7,50.0,3014.0
timed,Warrior,Fury,DPS,12,341,340,230,203876,204187,251613,0.55,59.8,302.5,19,36.8,26.3,36.8,3061.0
timed,Warrior,Fury,DPS,13,317,317,178,213770,214956,254161,0.71,47.0,304.7,23,26.1,47.8,26.1,3210.0
timed,Warrior,Fury,DPS,14,234,234,113,223230,222124,263604,0.74,47.4,305.6,30,26.7,50.0,23.3,3264.0
timed,Warrior,Fury,DPS,15,73,73,31,236877,236408,279744,0.74,52.1,305.7,8,0.0,62.5,37.5,3343.0
timed,Warrior,Fury,DPS,16,25,25,12,262235,262850,311291,0.68,60.0,306.6,6,0.0,33.3,66.7,3377.0
timed,Warrior,Fury,DPS,17,5,5,2,307891,308096,328652,0.6,60.0,306.8,3,0.0,0.0,100.0,3424.0
timed,Warrior,Protection,Tank,2,651,651,597,75350,74598,99689,0.11,90.8,290.3,58,77.6,19.0,3.4,
timed,Warrior,Protection,Tank,3,100,100,99,75310,75474,93537,0.13,89.0,290.3,4,75.0,25.0,0.0,
timed,Warrior,Protection,Tank,4,291,291,283,78425,76926,101937,0.11,90.4,290.8,13,76.9,15.4,7.7,3028.0
timed,Warrior,Protection,Tank,5,503,503,465,87203,85510,114455,0.09,92.2,292.6,34,76.5,20.6,2.9,2844.0
timed,Warrior,Protection,Tank,6,332,332,288,88113,87138,113380,0.09,91.9,293.0,27,85.2,14.8,0.0,2944.0
timed,Warrior,Protection,Tank,7,165,165,159,106371,104348,132862,0.14,89.1,295.1,4,100.0,0.0,0.0,2866.0
timed,Warrior,Protection,Tank,8,197,197,180,117378,115202,148489,0.17,84.8,295.9,10,80.0,0.0,20.0,2925.0
timed,Warrior,Protection,Tank,9,256,256,234,115173,115054,142395,0.07,93.0,296.9,8,25.0,25.0,50.0,2920.0
timed,Warrior,Protection,Tank,10,1895,1895,747,127886,127154,159689,0.16,87.2,299.0,63,41.3,12.7,46.0,2816.0
timed,Warrior,Protection,Tank,11,1147,1147,688,121510,121831,152649,0.24,81.2,297.8,28,67.9,7.1,25.0,2918.0
timed,Warrior,Protection,Tank,12,650,650,377,119894,117722,150259,0.15,86.9,301.5,15,33.3,26.7,40.0,3048.0
timed,Warrior,Protection,Tank,13,432,432,225,118253,117644,144022,0.17,85.2,303.7,20,55.0,30.0,15.0,3082.0
timed,Warrior,Protection,Tank,14,225,225,108,124362,127302,150644,0.19,83.6,305.3,27,74.1,11.1,14.8,3145.0
timed,Warrior,Protection,Tank,15,76,76,32,133944,133480,160468,0.09,90.8,306.1,5,80.0,20.0,0.0,3359.0
timed,Warrior,Protection,Tank,16,33,33,9,151508,155690,172357,0.12,90.9,307.6,4,50.0,0.0,50.0,3449.0
timed,Warrior,Protection,Tank,17,3,3,1,149486,151924,159879,0.0,100.0,310.0,0,,,,3449.0
set0_timed,DeathKnight,Blood,Tank,2,95,95,88,68927,67611,94594,0.06,94.7,290.1,95,100.0,0.0,0.0,
set0_timed,DeathKnight,Blood,Tank,3,4,4,4,69263,66657,76076,0.0,100.0,287.0,4,100.0,0.0,0.0,
set0_timed,DeathKnight,Blood,Tank,4,34,34,33,77256,75708,100525,0.0,100.0,292.1,34,100.0,0.0,0.0,
set0_timed,DeathKnight,Blood,Tank,5,58,58,55,79542,75500,97425,0.03,96.6,290.9,58,100.0,0.0,0.0,
set0_timed,DeathKnight,Blood,Tank,6,37,37,36,79093,81171,101112,0.08,94.6,289.7,37,100.0,0.0,0.0,
set0_timed,DeathKnight,Blood,Tank,7,16,16,15,93289,91580,127452,0.0,100.0,297.8,16,100.0,0.0,0.0,
set0_timed,DeathKnight,Blood,Tank,8,16,16,13,126046,132106,168356,0.0,100.0,300.4,16,100.0,0.0,0.0,
set0_timed,DeathKnight,Blood,Tank,9,14,14,14,120934,121740,150584,0.0,100.0,299.0,14,100.0,0.0,0.0,
set0_timed,DeathKnight,Blood,Tank,10,151,151,103,130065,128593,163568,0.03,97.4,303.3,151,100.0,0.0,0.0,2746.0
set0_timed,DeathKnight,Blood,Tank,11,62,62,49,131734,132448,167830,0.02,98.4,302.7,62,100.0,0.0,0.0,2701.0
set0_timed,DeathKnight,Blood,Tank,12,60,60,51,123787,122614,153859,0.0,100.0,303.8,60,100.0,0.0,0.0,2894.0
set0_timed,DeathKnight,Blood,Tank,13,81,81,66,124312,122400,147755,0.07,93.8,305.3,81,100.0,0.0,0.0,3036.0
set0_timed,DeathKnight,Blood,Tank,14,83,83,68,125601,127250,151930,0.12,90.4,305.3,83,100.0,0.0,0.0,3018.0
set0_timed,DeathKnight,Blood,Tank,15,28,28,19,129238,127812,158391,0.18,82.1,306.6,28,100.0,0.0,0.0,2841.0
set0_timed,DeathKnight,Blood,Tank,16,4,4,4,127742,127891,139738,0.0,100.0,310.0,4,100.0,0.0,0.0,
set0_timed,DeathKnight,Frost,DPS,2,9,9,9,99480,102554,113317,0.0,100.0,290.8,9,100.0,0.0,0.0,
set0_timed,DeathKnight,Frost,DPS,3,2,2,2,104978,104978,132877,0.0,100.0,295.5,2,100.0,0.0,0.0,
set0_timed,DeathKnight,Frost,DPS,4,1,1,1,118596,118596,118596,0.0,100.0,289.0,1,100.0,0.0,0.0,
set0_timed,DeathKnight,Frost,DPS,5,8,8,8,126026,125645,155883,0.0,100.0,294.9,8,100.0,0.0,0.0,
set0_timed,DeathKnight,Frost,DPS,6,4,4,4,133270,119223,167928,0.0,100.0,295.5,4,100.0,0.0,0.0,
set0_timed,DeathKnight,Frost,DPS,7,2,2,2,166324,166324,189554,1.0,50.0,297.5,2,100.0,0.0,0.0,
set0_timed,DeathKnight,Frost,DPS,9,1,1,1,173307,173307,173307,0.0,100.0,297.0,1,100.0,0.0,0.0,
set0_timed,DeathKnight,Frost,DPS,10,7,7,6,179779,167482,226870,0.14,85.7,300.1,7,100.0,0.0,0.0,
set0_timed,DeathKnight,Frost,DPS,11,1,1,1,124863,124863,124863,0.0,100.0,306.0,1,100.0,0.0,0.0,
set0_timed,DeathKnight,Frost,DPS,12,2,2,2,191802,191802,206209,0.0,100.0,298.5,2,100.0,0.0,0.0,
set0_timed,DeathKnight,Frost,DPS,13,1,1,1,205652,205652,205652,0.0,100.0,293.0,1,100.0,0.0,0.0,
set0_timed,DeathKnight,Frost,DPS,14,2,2,2,181674,181674,196511,0.5,50.0,307.5,2,100.0,0.0,0.0,
set0_timed,DeathKnight,Unholy,DPS,2,37,37,36,107955,105225,144397,0.19,83.8,290.2,37,100.0,0.0,0.0,
set0_timed,DeathKnight,Unholy,DPS,3,2,2,2,60168,60168,78014,1.0,50.0,222.0,2,100.0,0.0,0.0,
set0_timed,DeathKnight,Unholy,DPS,4,11,10,11,128494,128972,152323,0.0,100.0,293.7,11,100.0,0.0,0.0,
set0_timed,DeathKnight,Unholy,DPS,5,18,18,18,132240,134066,176374,0.11,88.9,292.5,18,100.0,0.0,0.0,
set0_timed,DeathKnight,Unholy,DPS,6,13,13,8,134477,126678,170464,0.08,92.3,294.1,13,100.0,0.0,0.0,
set0_timed,DeathKnight,Unholy,DPS,7,8,8,4,136521,139370,182964,0.25,75.0,297.4,8,100.0,0.0,0.0,
set0_timed,DeathKnight,Unholy,DPS,8,5,5,5,188946,189392,212190,0.2,80.0,300.0,5,100.0,0.0,0.0,
set0_timed,DeathKnight,Unholy,DPS,9,2,2,2,217900,217900,236528,0.0,100.0,300.5,2,100.0,0.0,0.0,
set0_timed,DeathKnight,Unholy,DPS,10,26,26,21,206428,205918,249267,0.15,84.6,300.5,26,100.0,0.0,0.0,3279.0
set0_timed,DeathKnight,Unholy,DPS,11,7,7,7,202473,203515,244978,0.0,100.0,300.0,7,100.0,0.0,0.0,3016.0
set0_timed,DeathKnight,Unholy,DPS,12,12,12,12,224579,222264,258834,0.33,75.0,302.5,12,100.0,0.0,0.0,
set0_timed,DeathKnight,Unholy,DPS,13,11,11,9,214156,224531,255664,0.09,90.9,302.0,11,100.0,0.0,0.0,
set0_timed,DeathKnight,Unholy,DPS,14,21,20,19,211385,209280,242009,0.38,71.4,303.1,21,100.0,0.0,0.0,3028.0
set0_timed,DeathKnight,Unholy,DPS,15,5,5,5,265500,257568,289952,0.0,100.0,302.6,5,100.0,0.0,0.0,
set0_timed,DeathKnight,Unholy,DPS,16,1,1,1,215045,215045,215045,0.0,100.0,303.0,1,100.0,0.0,0.0,
set0_timed,DemonHunter,Devourer,DPS,2,39,39,37,110824,103031,153259,0.28,79.5,290.7,39,100.0,0.0,0.0,
set0_timed,DemonHunter,Devourer,DPS,3,2,2,2,110811,110811,115091,0.5,50.0,286.0,2,100.0,0.0,0.0,
set0_timed,DemonHunter,Devourer,DPS,4,16,15,16,110495,113892,131202,0.19,81.2,291.8,16,100.0,0.0,0.0,
set0_timed,DemonHunter,Devourer,DPS,5,23,23,22,126699,119425,170476,0.26,73.9,291.2,23,100.0,0.0,0.0,
set0_timed,DemonHunter,Devourer,DPS,6,11,11,9,119111,105914,169236,0.18,81.8,295.0,11,100.0,0.0,0.0,
set0_timed,DemonHunter,Devourer,DPS,7,3,3,3,155616,171322,172956,0.0,100.0,296.3,3,100.0,0.0,0.0,
set0_timed,DemonHunter,Devourer,DPS,8,5,5,5,179818,179778,206688,0.2,80.0,297.0,5,100.0,0.0,0.0,
set0_timed,DemonHunter,Devourer,DPS,9,5,5,5,214653,211955,239816,0.2,80.0,304.0,5,100.0,0.0,0.0,
set0_timed,DemonHunter,Devourer,DPS,10,26,26,23,206214,209356,238544,0.27,73.1,302.1,26,100.0,0.0,0.0,3018.0
set0_timed,DemonHunter,Devourer,DPS,11,20,20,18,215091,216524,236367,0.35,65.0,300.4,20,100.0,0.0,0.0,
set0_timed,DemonHunter,Devourer,DPS,12,15,15,13,199776,209252,232164,0.4,73.3,302.8,15,100.0,0.0,0.0,
set0_timed,DemonHunter,Devourer,DPS,13,16,16,13,198122,193998,238106,0.5,62.5,304.1,16,100.0,0.0,0.0,3039.0
set0_timed,DemonHunter,Devourer,DPS,14,30,30,24,214035,221931,255484,0.83,50.0,304.0,30,100.0,0.0,0.0,3024.0
set0_timed,DemonHunter,Devourer,DPS,15,18,18,14,218735,225651,272503,1.17,33.3,304.2,18,100.0,0.0,0.0,2947.0
set0_timed,DemonHunter,Devourer,DPS,16,4,4,3,270925,279810,286252,1.25,25.0,303.8,4,100.0,0.0,0.0,3385.0
set0_timed,DemonHunter,Havoc,DPS,2,30,30,25,93996,90760,125182,0.27,76.7,290.7,30,100.0,0.0,0.0,
set0_timed,DemonHunter,Havoc,DPS,4,7,7,7,108829,120379,129963,0.14,85.7,288.3,7,100.0,0.0,0.0,
set0_timed,DemonHunter,Havoc,DPS,5,15,15,14,119275,118162,144416,0.07,93.3,288.1,15,100.0,0.0,0.0,
set0_timed,DemonHunter,Havoc,DPS,6,9,9,8,129939,121245,174151,0.11,88.9,287.8,9,100.0,0.0,0.0,
set0_timed,DemonHunter,Havoc,DPS,7,3,3,3,190240,168972,237442,0.33,66.7,293.0,3,100.0,0.0,0.0,
set0_timed,DemonHunter,Havoc,DPS,8,3,3,3,178940,171297,196183,0.33,66.7,299.7,3,100.0,0.0,0.0,
set0_timed,DemonHunter,Havoc,DPS,9,6,6,6,184914,181508,228390,0.17,83.3,299.2,6,100.0,0.0,0.0,
set0_timed,DemonHunter,Havoc,DPS,10,15,15,14,202974,216202,221352,0.07,93.3,302.6,15,100.0,0.0,0.0,2980.0
set0_timed,DemonHunter,Havoc,DPS,11,7,7,6,220668,234418,273520,0.43,57.1,301.9,7,100.0,0.0,0.0,
set0_timed,DemonHunter,Havoc,DPS,12,7,7,7,201837,215664,232250,0.14,85.7,302.4,7,100.0,0.0,0.0,
set0_timed,DemonHunter,Havoc,DPS,13,6,6,6,208342,211126,249481,0.67,50.0,301.5,6,100.0,0.0,0.0,
set0_timed,DemonHunter,Havoc,DPS,14,7,7,7,205794,210115,240829,0.29,71.4,302.7,7,100.0,0.0,0.0,3385.0
set0_timed,DemonHunter,Havoc,DPS,15,2,2,2,190702,190702,213881,0.5,50.0,302.0,2,100.0,0.0,0.0,
set0_timed,DemonHunter,Vengeance,Tank,2,42,42,39,63248,62720,81626,0.02,97.6,289.1,42,100.0,0.0,0.0,2731.0
set0_timed,DemonHunter,Vengeance,Tank,4,8,8,8,66560,61377,89355,0.0,100.0,287.4,8,100.0,0.0,0.0,
set0_timed,DemonHunter,Vengeance,Tank,5,20,20,17,72769,71408,98344,0.05,95.0,290.4,20,100.0,0.0,0.0,2731.0
set0_timed,DemonHunter,Vengeance,Tank,6,13,13,13,75850,82258,97623,0.08,92.3,290.3,13,100.0,0.0,0.0,
set0_timed,DemonHunter,Vengeance,Tank,7,5,5,5,99694,85492,137554,0.0,100.0,298.0,5,100.0,0.0,0.0,
set0_timed,DemonHunter,Vengeance,Tank,8,4,4,4,95523,83129,125588,0.0,100.0,291.2,4,100.0,0.0,0.0,2731.0
set0_timed,DemonHunter,Vengeance,Tank,9,4,4,4,81837,78223,95011,0.0,100.0,296.8,4,100.0,0.0,0.0,
set0_timed,DemonHunter,Vengeance,Tank,10,46,46,34,116965,110997,146600,0.07,95.7,299.9,46,100.0,0.0,0.0,
set0_timed,DemonHunter,Vengeance,Tank,11,15,15,14,121768,127471,149319,0.07,93.3,299.2,15,100.0,0.0,0.0,
set0_timed,DemonHunter,Vengeance,Tank,12,15,15,11,115551,112192,149930,0.0,100.0,301.1,15,100.0,0.0,0.0,
set0_timed,DemonHunter,Vengeance,Tank,13,4,4,4,128719,131260,136281,0.0,100.0,306.2,4,100.0,0.0,0.0,
set0_timed,DemonHunter,Vengeance,Tank,14,6,6,4,110663,112000,116496,0.5,83.3,303.5,6,100.0,0.0,0.0,
set0_timed,DemonHunter,Vengeance,Tank,15,7,7,3,154651,153989,173997,0.0,100.0,309.4,7,100.0,0.0,0.0,3200.0
set0_timed,DemonHunter,Vengeance,Tank,16,1,1,1,154181,154181,154181,0.0,100.0,311.0,1,100.0,0.0,0.0,
set0_timed,Druid,Balance,DPS,2,42,42,42,99548,101923,125588,0.26,76.2,289.1,42,100.0,0.0,0.0,2695.0
set0_timed,Druid,Balance,DPS,4,9,9,9,107321,100376,144590,0.11,88.9,292.3,9,100.0,0.0,0.0,
set0_timed,Druid,Balance,DPS,5,22,22,21,130839,130860,167580,0.14,90.9,292.4,22,100.0,0.0,0.0,2695.0
set0_timed,Druid,Balance,DPS,6,16,16,14,126534,129734,149452,0.06,93.8,290.5,16,100.0,0.0,0.0,
set0_timed,Druid,Balance,DPS,7,6,6,5,158335,147728,196720,0.17,83.3,299.2,6,100.0,0.0,0.0,
set0_timed,Druid,Balance,DPS,8,8,8,7,183623,184196,235164,0.25,75.0,297.5,8,100.0,0.0,0.0,2691.0
set0_timed,Druid,Balance,DPS,9,5,5,5,177009,181964,196950,0.4,80.0,296.6,5,100.0,0.0,0.0,
set0_timed,Druid,Balance,DPS,10,45,45,33,197553,205243,238490,0.36,71.1,302.0,45,100.0,0.0,0.0,
set0_timed,Druid,Balance,DPS,11,19,19,17,187372,193672,219292,0.16,84.2,299.2,19,100.0,0.0,0.0,
set0_timed,Druid,Balance,DPS,12,9,9,9,177023,170261,207978,0.33,66.7,302.2,9,100.0,0.0,0.0,
set0_timed,Druid,Balance,DPS,13,16,16,15,186472,183376,219856,0.75,43.8,302.8,16,100.0,0.0,0.0,
set0_timed,Druid,Balance,DPS,14,15,15,14,186254,187641,225882,0.8,60.0,303.3,15,100.0,0.0,0.0,
set0_timed,Druid,Balance,DPS,15,8,8,7,198506,195088,225925,1.25,37.5,304.2,8,100.0,0.0,0.0,3127.0
set0_timed,Druid,Feral,DPS,2,27,27,24,105600,100169,140030,0.22,81.5,290.3,27,100.0,0.0,0.0,
set0_timed,Druid,Feral,DPS,3,2,2,2,116645,116645,117191,0.0,100.0,297.5,2,100.0,0.0,0.0,
set0_timed,Druid,Feral,DPS,4,3,3,3,106056,110367,122410,0.33,66.7,294.0,3,100.0,0.0,0.0,
set0_timed,Druid,Feral,DPS,5,12,12,12,149341,144902,188621,0.08,91.7,293.0,12,100.0,0.0,0.0,
set0_timed,Druid,Feral,DPS,6,8,8,8,138044,136393,177006,0.0,100.0,295.6,8,100.0,0.0,0.0,
set0_timed,Druid,Feral,DPS,7,2,2,2,132150,132150,155890,0.5,50.0,290.0,2,100.0,0.0,0.0,
set0_timed,Druid,Feral,DPS,8,2,2,2,219507,219507,245577,0.0,100.0,301.5,2,100.0,0.0,0.0,
set0_timed,Druid,Feral,DPS,10,8,8,8,221652,216152,263538,0.75,37.5,298.6,8,100.0,0.0,0.0,
set0_timed,Druid,Feral,DPS,11,7,7,7,212894,226237,259515,0.43,71.4,301.7,7,100.0,0.0,0.0,
set0_timed,Druid,Feral,DPS,12,5,5,4,212819,216454,224626,0.6,60.0,304.6,5,100.0,0.0,0.0,
set0_timed,Druid,Feral,DPS,13,7,7,7,190697,190591,221382,1.14,14.3,302.7,7,100.0,0.0,0.0,2906.0
set0_timed,Druid,Feral,DPS,14,22,22,13,220920,221329,263029,0.95,45.5,303.9,22,100.0,0.0,0.0,3108.0
set0_timed,Druid,Feral,DPS,15,7,7,4,222365,222493,259652,1.86,14.3,301.7,7,100.0,0.0,0.0,
set0_timed,Druid,Feral,DPS,16,7,7,3,280990,288497,317857,0.29,71.4,305.9,7,100.0,0.0,0.0,3312.0
set0_timed,Druid,Feral,DPS,17,2,2,2,272451,272451,280026,1.5,0.0,303.5,2,100.0,0.0,0.0,3312.0
set0_timed,Druid,Guardian,Tank,2,49,49,47,58659,56247,76951,0.08,91.8,288.8,49,100.0,0.0,0.0,
set0_timed,Druid,Guardian,Tank,3,1,1,1,74039,74039,74039,0.0,100.0,297.0,1,100.0,0.0,0.0,
set0_timed,Druid,Guardian,Tank,4,10,10,10,62212,61854,74473,0.1,90.0,290.0,10,100.0,0.0,0.0,
set0_timed,Druid,Guardian,Tank,5,25,25,25,68653,68855,93537,0.12,88.0,294.1,25,100.0,0.0,0.0,
set0_timed,Druid,Guardian,Tank,6,18,18,18,73204,71301,89069,0.17,88.9,291.9,18,100.0,0.0,0.0,
set0_timed,Druid,Guardian,Tank,7,6,6,6,79962,78770,97181,0.0,100.0,282.3,6,100.0,0.0,0.0,
set0_timed,Druid,Guardian,Tank,8,4,4,4,111261,111743,130839,0.0,100.0,299.5,4,100.0,0.0,0.0,
set0_timed,Druid,Guardian,Tank,9,5,5,5,107382,109633,129608,0.0,100.0,301.6,5,100.0,0.0,0.0,
set0_timed,Druid,Guardian,Tank,10,46,46,33,105223,102482,142410,0.07,93.5,301.8,46,100.0,0.0,0.0,3097.0
set0_timed,Druid,Guardian,Tank,11,14,14,13,105502,106750,133916,0.21,85.7,296.6,14,100.0,0.0,0.0,
set0_timed,Druid,Guardian,Tank,12,17,17,16,103114,104709,118338,0.06,94.1,300.6,17,100.0,0.0,0.0,
set0_timed,Druid,Guardian,Tank,13,28,28,23,104071,100294,139778,0.04,96.4,303.9,28,100.0,0.0,0.0,2792.0
set0_timed,Druid,Guardian,Tank,14,29,29,25,107865,105838,136664,0.17,82.8,304.8,29,100.0,0.0,0.0,3204.0
set0_timed,Druid,Guardian,Tank,15,9,9,8,110176,99618,144811,0.33,77.8,307.8,9,100.0,0.0,0.0,3043.0
set0_timed,Druid,Restoration,Healer,2,36,36,34,8403,5498,15786,0.33,75.0,287.9,36,100.0,0.0,0.0,
set0_timed,Druid,Restoration,Healer,3,1,1,1,10854,10854,10854,0.0,100.0,299.0,1,100.0,0.0,0.0,
set0_timed,Druid,Restoration,Healer,4,8,8,8,7959,8162,9948,0.38,75.0,286.9,8,100.0,0.0,0.0,
set0_timed,Druid,Restoration,Healer,5,16,16,16,5258,4081,9068,0.25,81.2,289.8,16,100.0,0.0,0.0,
set0_timed,Druid,Restoration,Healer,6,5,5,5,4311,5097,6650,0.4,60.0,294.6,5,100.0,0.0,0.0,
set0_timed,Druid,Restoration,Healer,7,3,3,3,18676,13887,30973,0.0,100.0,298.0,3,100.0,0.0,0.0,
set0_timed,Druid,Restoration,Healer,8,2,2,2,19747,19747,25316,0.5,50.0,295.5,2,100.0,0.0,0.0,
set0_timed,Druid,Restoration,Healer,9,6,6,6,14438,14870,21151,0.17,83.3,294.5,6,100.0,0.0,0.0,
set0_timed,Druid,Restoration,Healer,10,21,21,20,13928,13860,24061,0.33,66.7,298.1,21,100.0,0.0,0.0,3001.0
set0_timed,Druid,Restoration,Healer,11,14,14,13,10543,9371,18446,0.71,64.3,297.0,14,100.0,0.0,0.0,2683.0
set0_timed,Druid,Restoration,Healer,12,5,5,5,11866,9661,19655,0.6,80.0,299.2,5,100.0,0.0,0.0,3001.0
set0_timed,Druid,Restoration,Healer,13,3,3,2,15159,14730,18420,0.67,33.3,301.3,3,100.0,0.0,0.0,
set0_timed,Druid,Restoration,Healer,14,3,3,3,13395,14360,20678,1.0,33.3,302.3,3,100.0,0.0,0.0,
set0_timed,Evoker,Augmentation,DPS,2,6,6,6,77100,75202,101592,0.0,100.0,286.0,6,100.0,0.0,0.0,
set0_timed,Evoker,Augmentation,DPS,3,1,1,1,72506,72506,72506,0.0,100.0,285.0,1,100.0,0.0,0.0,
set0_timed,Evoker,Augmentation,DPS,4,1,1,1,100274,100274,100274,0.0,100.0,284.0,1,100.0,0.0,0.0,
set0_timed,Evoker,Augmentation,DPS,5,5,5,5,101369,109476,116236,0.2,80.0,289.4,5,100.0,0.0,0.0,
set0_timed,Evoker,Augmentation,DPS,6,2,2,1,111764,111764,119342,0.0,100.0,292.5,2,100.0,0.0,0.0,
set0_timed,Evoker,Augmentation,DPS,10,2,2,2,199831,199831,210086,0.0,100.0,300.0,2,100.0,0.0,0.0,
set0_timed,Evoker,Augmentation,DPS,11,1,1,1,184851,184851,184851,1.0,0.0,301.0,1,100.0,0.0,0.0,
set0_timed,Evoker,Devastation,DPS,2,21,21,20,121649,114741,150521,0.38,66.7,291.5,21,100.0,0.0,0.0,
set0_timed,Evoker,Devastation,DPS,3,2,2,2,112546,112546,118132,1.0,50.0,296.0,2,100.0,0.0,0.0,
set0_timed,Evoker,Devastation,DPS,4,8,8,7,125052,120185,157427,0.25,75.0,294.0,8,100.0,0.0,0.0,
set0_timed,Evoker,Devastation,DPS,5,8,8,8,138195,131100,168858,0.25,75.0,294.4,8,100.0,0.0,0.0,
set0_timed,Evoker,Devastation,DPS,6,6,6,6,153164,159664,170171,0.33,66.7,294.7,6,100.0,0.0,0.0,
set0_timed,Evoker,Devastation,DPS,7,3,3,3,185624,181800,199658,0.0,100.0,299.0,3,100.0,0.0,0.0,
set0_timed,Evoker,Devastation,DPS,8,1,1,1,173006,173006,173006,0.0,100.0,299.0,1,100.0,0.0,0.0,
set0_timed,Evoker,Devastation,DPS,9,2,2,2,222825,222825,239033,0.5,50.0,296.5,2,100.0,0.0,0.0,
set0_timed,Evoker,Devastation,DPS,10,20,20,16,208241,215972,234642,0.25,80.0,303.2,20,100.0,0.0,0.0,2687.0
set0_timed,Evoker,Devastation,DPS,11,8,8,8,193807,201469,225444,0.75,62.5,299.1,8,100.0,0.0,0.0,
set0_timed,Evoker,Devastation,DPS,12,1,1,1,156960,156960,156960,0.0,100.0,292.0,1,100.0,0.0,0.0,
set0_timed,Evoker,Devastation,DPS,13,1,1,1,194167,194167,194167,3.0,0.0,301.0,1,100.0,0.0,0.0,
set0_timed,Evoker,Devastation,DPS,14,3,3,3,190231,217078,217208,1.0,0.0,304.0,3,100.0,0.0,0.0,
set0_timed,Evoker,Preservation,Healer,2,18,18,16,20907,20957,29062,0.28,72.2,287.5,18,100.0,0.0,0.0,
set0_timed,Evoker,Preservation,Healer,4,5,5,5,32047,32130,40692,0.4,60.0,291.0,5,100.0,0.0,0.0,
set0_timed,Evoker,Preservation,Healer,5,10,10,9,21708,20284,27717,0.5,70.0,287.3,10,100.0,0.0,0.0,
set0_timed,Evoker,Preservation,Healer,6,8,8,8,33044,30169,50368,0.12,87.5,293.1,8,100.0,0.0,0.0,
set0_timed,Evoker,Preservation,Healer,7,2,2,2,35216,35216,37557,0.0,100.0,300.0,2,100.0,0.0,0.0,
set0_timed,Evoker,Preservation,Healer,8,2,2,2,32306,32306,40840,0.5,50.0,301.0,2,100.0,0.0,0.0,
set0_timed,Evoker,Preservation,Healer,10,25,25,20,37709,41277,52258,0.24,84.0,300.3,25,100.0,0.0,0.0,2699.0
set0_timed,Evoker,Preservation,Healer,11,3,3,3,38149,37418,45014,1.33,33.3,304.7,3,100.0,0.0,0.0,
set0_timed,Evoker,Preservation,Healer,12,5,5,5,42819,37867,55776,0.4,80.0,300.2,5,100.0,0.0,0.0,
set0_timed,Evoker,Preservation,Healer,13,1,1,1,54780,54780,54780,0.0,100.0,309.0,1,100.0,0.0,0.0,
set0_timed,Evoker,Preservation,Healer,14,6,6,3,57010,55236,64860,1.0,33.3,302.8,6,100.0,0.0,0.0,
set0_timed,Evoker,Preservation,Healer,15,1,1,1,54635,54635,54635,4.0,0.0,309.0,1,100.0,0.0,0.0,
set0_timed,Hunter,BeastMastery,DPS,2,100,96,93,110059,110238,145024,0.16,86.0,289.9,100,100.0,0.0,0.0,
set0_timed,Hunter,BeastMastery,DPS,3,7,7,7,114983,118968,139215,0.14,85.7,290.1,7,100.0,0.0,0.0,
set0_timed,Hunter,BeastMastery,DPS,4,27,27,26,118896,118630,149043,0.19,85.2,289.6,27,100.0,0.0,0.0,
set0_timed,Hunter,BeastMastery,DPS,5,42,42,42,125932,126300,146784,0.26,76.2,292.8,42,100.0,0.0,0.0,
set0_timed,Hunter,BeastMastery,DPS,6,24,24,24,140268,147119,168520,0.29,75.0,294.5,24,100.0,0.0,0.0,
set0_timed,Hunter,BeastMastery,DPS,7,9,9,9,167665,179712,190080,0.33,66.7,296.4,9,100.0,0.0,0.0,
set0_timed,Hunter,BeastMastery,DPS,8,6,6,6,188500,186548,209122,0.17,83.3,299.2,6,100.0,0.0,0.0,
set0_timed,Hunter,BeastMastery,DPS,9,5,5,5,172152,173649,182794,0.2,80.0,299.0,5,100.0,0.0,0.0,
set0_timed,Hunter,BeastMastery,DPS,10,28,28,21,191440,200118,227275,0.39,75.0,303.7,28,100.0,0.0,0.0,
set0_timed,Hunter,BeastMastery,DPS,11,25,25,20,197121,201891,240101,0.28,76.0,302.6,25,100.0,0.0,0.0,
set0_timed,Hunter,BeastMastery,DPS,12,10,10,9,191339,191246,238208,0.5,80.0,303.1,10,100.0,0.0,0.0,
set0_timed,Hunter,BeastMastery,DPS,13,14,14,12,196466,198951,227639,0.71,57.1,305.1,14,100.0,0.0,0.0,3008.0
set0_timed,Hunter,BeastMastery,DPS,14,14,14,11,191106,183968,215353,1.21,28.6,304.4,14,100.0,0.0,0.0,2966.0
set0_timed,Hunter,BeastMastery,DPS,15,4,4,2,222599,228704,255609,1.5,50.0,309.5,4,100.0,0.0,0.0,
set0_timed,Hunter,Marksmanship,DPS,2,23,23,22,94485,90902,117177,0.22,78.3,287.7,23,100.0,0.0,0.0,
