subset,class,spec,role,dungeon,parses,runs,characters,avg_dps,median_dps,p90_dps,avg_deaths,deathless_pct,avg_item_level,gear_known,pct_no_set,pct_2set,pct_4set,avg_player_rating
all,Paladin,Retribution,DPS,Altar of Fangs,2121,2080,1644,217809,225809,279439,0.51,64.6,300.9,114,41.2,27.2,31.6,2976.0
all,Paladin,Retribution,DPS,Den of Nalorakk,1839,1804,1483,167722,172642,216820,0.5,65.2,300.0,89,34.8,33.7,31.5,2985.0
all,Paladin,Retribution,DPS,Kings' Rest,1979,1945,1602,139940,144024,179502,0.44,69.2,300.0,99,46.5,28.3,25.3,2977.0
all,Paladin,Retribution,DPS,Murder Row,2097,2062,1657,181361,188586,234483,0.5,66.0,300.3,125,36.8,32.8,30.4,2965.0
all,Paladin,Retribution,DPS,Ruby Life Pools,2226,2165,1867,189213,194824,250003,0.47,67.9,298.7,136,51.5,27.2,21.3,2986.0
all,Paladin,Retribution,DPS,Temple of Sethraliss,1805,1768,1450,184896,191811,236111,0.68,57.3,300.0,93,38.7,31.2,30.1,2976.0
all,Paladin,Retribution,DPS,The Blinding Vale,2089,2043,1674,197898,203506,252933,0.61,61.7,300.2,111,30.6,34.2,35.1,2987.0
all,Paladin,Retribution,DPS,Voidscar Arena,2052,2000,1669,177694,183359,233426,0.54,64.6,299.6,125,38.4,25.6,36.0,2983.0
all,Priest,Discipline,Healer,Altar of Fangs,688,688,558,20357,18037,33988,0.5,68.8,297.5,29,69.0,20.7,10.3,2827.0
all,Priest,Discipline,Healer,Den of Nalorakk,587,587,482,17406,15940,24738,0.64,62.4,296.9,16,56.2,31.2,12.5,2873.0
all,Priest,Discipline,Healer,Kings' Rest,661,661,562,17614,16202,27243,0.54,63.5,296.9,21,61.9,28.6,9.5,2866.0
all,Priest,Discipline,Healer,Murder Row,915,915,715,19100,17369,30188,0.35,76.3,297.9,41,61.0,14.6,24.4,2827.0
all,Priest,Discipline,Healer,Ruby Life Pools,639,639,563,18884,17376,27285,0.6,63.1,295.6,29,58.6,31.0,10.3,2886.0
all,Priest,Discipline,Healer,Temple of Sethraliss,516,516,437,17298,15296,27129,0.72,58.1,297.3,17,35.3,47.1,17.6,2856.0
all,Priest,Discipline,Healer,The Blinding Vale,614,614,531,20440,18684,30789,0.49,66.3,296.9,27,70.4,22.2,7.4,2866.0
all,Priest,Discipline,Healer,Voidscar Arena,835,835,689,20035,18224,32415,0.5,67.1,297.5,43,51.2,34.9,14.0,2836.0
all,Priest,Holy,Healer,Altar of Fangs,1012,1012,789,27784,27626,43677,0.12,90.4,299.8,57,57.9,24.6,17.5,2871.0
all,Priest,Holy,Healer,Den of Nalorakk,737,737,617,22923,22557,36052,0.21,85.3,299.7,31,45.2,35.5,19.4,2934.0
all,Priest,Holy,Healer,Kings' Rest,911,911,756,20825,20696,32303,0.15,87.8,298.5,32,62.5,15.6,21.9,2903.0
all,Priest,Holy,Healer,Murder Row,1282,1282,989,23691,22660,38105,0.15,90.0,300.4,78,56.4,28.2,15.4,2884.0
all,Priest,Holy,Healer,Ruby Life Pools,874,874,757,22457,22178,36346,0.13,89.5,297.8,46,60.9,23.9,15.2,2993.0
all,Priest,Holy,Healer,Temple of Sethraliss,1112,1112,844,23501,22966,37310,0.23,82.8,300.4,73,56.2,27.4,16.4,2915.0
all,Priest,Holy,Healer,The Blinding Vale,895,895,736,25383,25423,40114,0.22,85.8,299.4,53,43.4,39.6,17.0,2892.0
all,Priest,Holy,Healer,Voidscar Arena,1140,1140,940,23921,23521,37220,0.15,88.0,298.9,76,53.9,32.9,13.2,2881.0
all,Priest,Shadow,DPS,Altar of Fangs,1060,1054,801,210773,218560,263779,0.46,68.7,299.9,59,30.5,20.3,49.2,2870.0
all,Priest,Shadow,DPS,Den of Nalorakk,777,772,646,157971,164358,200036,0.7,57.3,298.8,27,48.1,11.1,40.7,2894.0
all,Priest,Shadow,DPS,Kings' Rest,981,976,785,137136,142709,169880,0.48,68.6,298.8,47,38.3,23.4,38.3,2886.0
all,Priest,Shadow,DPS,Murder Row,1415,1398,1008,190074,197016,237855,0.42,72.7,300.4,88,36.4,30.7,33.0,2867.0
all,Priest,Shadow,DPS,Ruby Life Pools,981,975,827,178976,183555,230208,0.48,68.1,297.6,42,59.5,16.7,23.8,2911.0
all,Priest,Shadow,DPS,Temple of Sethraliss,897,886,712,176785,181744,227017,0.71,57.7,299.2,47,38.3,19.1,42.6,2903.0
all,Priest,Shadow,DPS,The Blinding Vale,887,879,732,189720,195050,241458,0.56,65.7,298.3,29,37.9,13.8,48.3,2887.0
all,Priest,Shadow,DPS,Voidscar Arena,1102,1090,859,180005,185567,229976,0.69,60.8,299.1,62,38.7,12.9,48.4,2890.0
all,Rogue,Assassination,DPS,Altar of Fangs,1165,1159,817,246668,253923,300257,0.44,69.4,301.3,69,31.9,21.7,46.4,3074.0
all,Rogue,Assassination,DPS,Den of Nalorakk,844,843,632,188131,194188,233292,0.43,70.1,300.4,36,33.3,25.0,41.7,3136.0
all,Rogue,Assassination,DPS,Kings' Rest,769,769,579,152878,158087,186006,0.64,59.7,300.1,31,48.4,12.9,38.7,3106.0
all,Rogue,Assassination,DPS,Murder Row,1024,1018,720,206397,215822,259275,0.6,62.8,301.0,56,28.6,23.2,48.2,3113.0
all,Rogue,Assassination,DPS,Ruby Life Pools,860,855,665,215926,220112,274774,0.56,66.0,299.4,48,35.4,29.2,35.4,3123.0
all,Rogue,Assassination,DPS,Temple of Sethraliss,740,738,545,209587,215192,259124,0.81,52.4,300.8,37,45.9,21.6,32.4,3121.0
all,Rogue,Assassination,DPS,The Blinding Vale,931,927,678,225066,233002,278487,0.72,56.6,300.3,38,36.8,21.1,42.1,3050.0
all,Rogue,Assassination,DPS,Voidscar Arena,851,851,665,203490,210163,258160,0.72,57.0,299.9,49,38.8,26.5,34.7,3070.0
all,Rogue,Outlaw,DPS,Altar of Fangs,755,748,488,235841,244382,292055,0.38,73.9,299.9,38,44.7,26.3,28.9,3184.0
all,Rogue,Outlaw,DPS,Den of Nalorakk,573,573,424,180614,185464,230838,0.47,68.4,298.5,23,26.1,13.0,60.9,3179.0
all,Rogue,Outlaw,DPS,Kings' Rest,558,554,396,144813,149036,186050,0.66,59.1,298.3,23,56.5,13.0,30.4,3162.0
all,Rogue,Outlaw,DPS,Murder Row,526,524,382,188553,196520,238830,0.63,61.8,298.7,21,57.1,14.3,28.6,3189.0
all,Rogue,Outlaw,DPS,Ruby Life Pools,616,614,445,211959,219446,275939,0.47,69.6,298.0,34,47.1,14.7,38.2,3197.0
all,Rogue,Outlaw,DPS,Temple of Sethraliss,473,472,360,203681,210944,258798,0.71,56.0,298.4,19,42.1,5.3,52.6,3163.0
all,Rogue,Outlaw,DPS,The Blinding Vale,571,568,424,216016,219616,271345,0.71,57.8,298.8,25,48.0,24.0,28.0,3127.0
all,Rogue,Outlaw,DPS,Voidscar Arena,531,527,393,194359,200235,247697,0.73,58.6,298.5,20,45.0,15.0,40.0,3118.0
all,Rogue,Subtlety,DPS,Altar of Fangs,1258,1241,902,235912,240642,293192,0.39,74.4,301.0,60,38.3,16.7,45.0,2944.0
all,Rogue,Subtlety,DPS,Den of Nalorakk,1070,1054,795,183037,186646,226878,0.41,72.9,300.4,54,31.5,11.1,57.4,2976.0
all,Rogue,Subtlety,DPS,Kings' Rest,1057,1045,800,148321,151292,181505,0.43,70.3,300.6,63,41.3,12.7,46.0,2961.0
all,Rogue,Subtlety,DPS,Murder Row,1490,1474,1011,199400,205055,248899,0.47,70.1,301.1,88,28.4,11.4,60.2,2921.0
all,Rogue,Subtlety,DPS,Ruby Life Pools,1001,990,780,203704,207178,257398,0.4,73.0,299.4,48,37.5,14.6,47.9,2944.0
all,Rogue,Subtlety,DPS,Temple of Sethraliss,1115,1092,816,205925,210270,254191,0.53,66.0,300.6,56,30.4,25.0,44.6,2970.0
all,Rogue,Subtlety,DPS,The Blinding Vale,1258,1238,884,221321,224030,271272,0.48,67.7,300.9,51,23.5,17.6,58.8,2930.0
all,Rogue,Subtlety,DPS,Voidscar Arena,1155,1145,843,196700,201528,244782,0.54,66.3,300.6,59,39.0,13.6,47.5,2952.0
all,Shaman,Elemental,DPS,Altar of Fangs,3832,3762,2540,238895,245244,293525,0.52,65.4,301.6,191,36.6,30.4,33.0,2943.0
all,Shaman,Elemental,DPS,Den of Nalorakk,2655,2623,1970,180559,184865,227380,0.69,58.2,300.7,106,34.9,30.2,34.9,2990.0
all,Shaman,Elemental,DPS,Kings' Rest,2615,2577,1977,149849,154402,186752,0.57,62.5,300.7,100,38.0,25.0,37.0,2971.0
all,Shaman,Elemental,DPS,Murder Row,3256,3204,2286,202007,208904,253491,0.5,68.1,301.5,165,35.2,28.5,36.4,2956.0
all,Shaman,Elemental,DPS,Ruby Life Pools,2632,2600,2085,202724,209564,263448,0.45,69.1,299.5,121,38.0,28.1,33.9,2984.0
all,Shaman,Elemental,DPS,Temple of Sethraliss,3235,3186,2282,206974,213408,257389,0.68,57.3,301.4,159,28.3,28.3,43.4,2958.0
all,Shaman,Elemental,DPS,The Blinding Vale,2727,2692,2063,219128,223788,275481,0.67,60.6,300.5,118,43.2,23.7,33.1,2947.0
all,Shaman,Elemental,DPS,Voidscar Arena,3049,2996,2287,195554,201291,246698,0.74,57.0,300.4,158,43.0,22.2,34.8,2964.0
all,Shaman,Enhancement,DPS,Altar of Fangs,705,701,526,219138,226750,279930,0.62,60.6,300.1,43,30.2,25.6,44.2,2950.0
all,Shaman,Enhancement,DPS,Den of Nalorakk,567,565,471,170816,176910,215966,0.67,60.3,299.2,30,46.7,20.0,33.3,2954.0
all,Shaman,Enhancement,DPS,Kings' Rest,723,719,546,142478,147020,181339,0.65,59.3,299.0,39,17.9,38.5,43.6,2921.0
all,Shaman,Enhancement,DPS,Murder Row,683,681,503,183732,191229,235120,0.66,58.7,299.7,51,27.5,35.3,37.3,2958.0
all,Shaman,Enhancement,DPS,Ruby Life Pools,695,694,556,194183,200131,249321,0.6,61.9,297.9,41,39.0,36.6,24.4,2928.0
all,Shaman,Enhancement,DPS,Temple of Sethraliss,714,708,536,195492,203117,247401,0.64,58.8,299.8,46,32.6,28.3,39.1,2969.0
all,Shaman,Enhancement,DPS,The Blinding Vale,623,623,503,203874,208798,257587,0.74,53.3,299.1,40,35.0,32.5,32.5,2945.0
all,Shaman,Enhancement,DPS,Voidscar Arena,981,976,677,189927,194654,242181,0.63,60.7,299.6,62,37.1,29.0,33.9,2938.0
all,Shaman,Restoration,Healer,Altar of Fangs,4112,4112,3005,30602,30381,43441,0.36,73.7,299.5,201,42.3,38.3,19.4,3003.0
all,Shaman,Restoration,Healer,Den of Nalorakk,3363,3363,2563,26164,25898,37006,0.46,68.8,299.0,144,34.7,38.9,26.4,3043.0
all,Shaman,Restoration,Healer,Kings' Rest,3288,3288,2530,25352,25146,35545,0.43,70.0,298.8,148,41.9,35.8,22.3,3018.0
all,Shaman,Restoration,Healer,Murder Row,4122,4122,3009,25578,25406,36632,0.32,77.9,299.1,225,48.4,29.3,22.2,2990.0
all,Shaman,Restoration,Healer,Ruby Life Pools,3578,3578,2815,27794,27536,40103,0.35,74.7,298.0,184,42.4,40.8,16.8,3041.0
all,Shaman,Restoration,Healer,Temple of Sethraliss,3101,3101,2291,25237,24934,36038,0.49,66.4,299.4,130,37.7,39.2,23.1,2976.0
all,Shaman,Restoration,Healer,The Blinding Vale,3218,3218,2507,29243,29118,41238,0.44,70.4,298.5,128,46.9,36.7,16.4,3010.0
